,Mycontrast.logFC,Mycontrast.AveExpr,Mycontrast.t,Mycontrast.P.Value,Mycontrast.adj.P.Val,Mycontrast.B
TLE4,-1.62288792623328,4.38414595517925,-8.38127036728698,2.42537771048435e-14,2.55740666498794e-13,21.7117597896879
NANS,1.08111135892287,5.63018787709801,8.41932405554748,1.93568679547731e-14,2.07759516022305e-13,21.6660831150485
GIMAP8,-2.0984429309154,4.64966202407577,-8.36470572168329,2.67524344423556e-14,2.80964460771586e-13,21.6542908449371
NAT14,1.41987064348923,4.07482330992754,8.40144669957158,2.1521316859033e-14,2.2931154336632e-13,21.6354112887754
CCT3,1.09710774346689,8.23965233502711,8.38520544181865,2.36951055090345e-14,2.50852437214826e-13,21.6226383318449
PPL,-1.64119635425319,7.08994617999393,-8.41167455924355,2.02552087022286e-14,2.16345310114249e-13,21.6203760905252
PEAR1,-2.37451108281259,4.20597727535944,-8.34159761518356,3.06702243824949e-14,3.20071938156242e-13,21.6190311766813
MBP,-1.35456019304003,5.27904364847946,-8.39188678145942,2.27756466744406e-14,2.41894972047139e-13,21.5857622303161
ZCCHC24,-1.72757941305023,6.02192622887464,-8.39135870846964,2.28470105321371e-14,2.42457695840242e-13,21.5647000567202
RAB31,1.73293211838407,6.52291508427531,8.39709261673347,2.20838650262761e-14,2.35115628379022e-13,21.5625027786033
RERGL,-4.30608603338472,1.41635530649914,-8.2829623036679,4.33558764373054e-14,4.43339043476353e-13,21.5566885958115
MCCC2,1.50159811889065,7.23634318873433,8.38766982793654,2.33517552692345e-14,2.47416067274274e-13,21.5437752483474
ST6GALNAC6,-1.31005275259046,6.50925993607565,-8.39634225066999,2.21822762994193e-14,2.35972908601323e-13,21.5419174499057
LAMB3,-2.51636317191276,6.60289324758025,-8.38371630799119,2.39050028436469e-14,2.52668984383451e-13,21.4909928577276
PLEKHA4,-1.65539490234998,6.02504011704826,-8.38299693486655,2.40070604742023e-14,2.53341707772162e-13,21.4814069012678
FZD7,-1.94846707442836,6.23787658408489,-8.37045174179013,2.58580111104799e-14,2.72221089032993e-13,21.395458333396
MXD3,1.2788080280898,2.41997158661989,8.30284718161372,3.85576907668697e-14,3.9766575364017e-13,21.394271805144
EGFLAM,-1.86987145424414,4.2526398479492,-8.30895120784508,3.71933924198446e-14,3.84195802200603e-13,21.3702776226455
NRN1,-2.75043847786538,4.63592611390173,-8.31277513446232,3.63632336232185e-14,3.76505035105083e-13,21.3586681408798
PPP1R1A,-5.14315298094567,4.67516214215181,-8.29248932828911,4.09873033317267e-14,4.20749819648877e-13,21.3404319505369
ABCA10,-3.76071439535349,2.63496796020523,-8.24354945425364,5.46853731966427e-14,5.48558751206779e-13,21.3306969389046
SHROOM2,1.5065708747344,3.76836448336927,8.33446666043309,3.19904725698177e-14,3.33059450409207e-13,21.3261361070132
ARFGEF1,1.0022437617325,6.77702995926914,8.35308055346103,2.86569780211957e-14,3.00488232971059e-13,21.2992434382023
SLC7A8,1.58021861541999,6.50626094982402,8.3457316366139,2.99297509921527e-14,3.13087506215295e-13,21.2941918742244
TMPRSS4,4.47014792276495,-0.985151888598036,8.24998553707341,5.26525372022191e-14,5.3058794364742e-13,21.2922030598426
CREB3L4,1.94473654329244,6.07526516544896,8.35034388950798,2.91245431467147e-14,3.0514841036403e-13,21.2888278510836
MCM4,1.45278104502269,6.12198666388283,8.34096409914388,3.07852932446219e-14,3.21018816750836e-13,21.2695170735226
MBOAT7,1.09231237478747,6.94830950654138,8.34213955768895,3.0572127343966e-14,3.19300816939236e-13,21.2551289976201
KL,-2.36311211267367,2.08443513267659,-8.23842210111562,5.63604161957656e-14,5.62793527659609e-13,21.2421237647335
CSMD2,1.92228233960814,0.48310877625944,8.23466783520553,5.76190762655328e-14,5.74058334606226e-13,21.1135808374246
PELI1,-1.1987818513258,5.51497581832593,-8.31049038992031,3.68570045550167e-14,3.8131823300802e-13,21.1078729209849
RAMP1,2.84551063225269,2.42344093666651,8.26407160502057,4.84613570215768e-14,4.90601504582977e-13,21.0716738277848
SYNPO,-1.89612994748682,7.35606056663361,-8.31556520238481,3.5769149230879e-14,3.70936200868337e-13,21.0682177173873
CCDC157,1.17895451834019,2.26531406402335,8.23856515620343,5.6312998737315e-14,5.62746035109032e-13,21.0382859990504
GPRASP2,-1.14447583004874,4.2363650193013,-8.26951484434266,4.6931970060542e-14,4.76581691353818e-13,20.9869810106173
DZIP1,-1.2544175406255,3.69422872107821,-8.25564990709116,5.09255863394944e-14,5.15152921322293e-13,20.9798326961567
CCDC102A,-1.09437455851358,3.68825910659265,-8.23713693600692,5.67881811622145e-14,5.66207783606025e-13,20.9357301585967
CCND2,-1.46214826209346,5.76633877934493,-8.28141104679016,4.37541976620681e-14,4.46719521176735e-13,20.9334525433075
YAP1,-1.17870316834165,7.27088846254325,-8.2937540300926,4.06826901060119e-14,4.17948103729285e-13,20.9295026212757
WSCD1,-2.11483211668892,2.00472343989153,-8.19667543741536,7.20347665642511e-14,7.09641975914143e-13,20.9158675210707
ZNF552,2.06666270062024,5.07155260626681,8.28000652953069,4.41179711905963e-14,4.50085195649773e-13,20.9154702043656
RECK,-1.82141654707315,4.73375596295759,-8.25385827105376,5.14656535780821e-14,5.19818863972803e-13,20.8899230311954
BCL6,-1.24425691534393,6.5588972632382,-8.2733218647373,4.58908689802116e-14,4.67088312282385e-13,20.8365487784457
TLE1,-1.37764407419784,5.61824861484856,-8.26761228788628,4.74610082972319e-14,4.8158320034522e-13,20.8171073258366
ZNF296,1.58243320103139,2.0888027177269,8.19857785407916,7.12344896518997e-14,7.02282625559199e-13,20.8022835826549
GPM6B,-2.40441289220641,4.56447168828932,-8.21998707287734,6.28144280741714e-14,6.22528265008562e-13,20.7589434170859
ADAMTSL2,1.34212415886026,2.97570377984498,8.24012193688619,5.57995357130149e-14,5.58461058869787e-13,20.7571518908511
GPIHBP1,-4.08238672121178,3.94761244214898,-8.15859681198223,9.00667641971587e-14,8.74867957676525e-13,20.7465937376236
MAPK4,-4.72214132265647,0.326568626895386,-8.14278856282686,9.88078924862543e-14,9.54154399550645e-13,20.7450511392914
TRPA1,3.55493353471621,-1.73586539220156,8.14688023660876,9.64678313350164e-14,9.34979546759883e-13,20.7436996502796
OAF,-1.53842378394939,6.07988121003301,-8.25366734028987,5.15235413715817e-14,5.20005381968274e-13,20.7385960671687
REEP4,1.06844790443737,4.80312171841798,8.24906651207877,5.29381559147863e-14,5.33058942497669e-13,20.7231571050459
FOS,-2.66507797561619,8.73318838915317,-8.24801261498449,5.32675833839665e-14,5.35558454586816e-13,20.7035256079669
REEP1,1.6602307465322,3.41255252426469,8.23337809496174,5.80578803396888e-14,5.77993584574215e-13,20.6808597395195
CCDC114,1.9236924970747,0.307811664471092,8.13153643089213,1.05537368283253e-13,1.01690535063871e-12,20.6497481419659
ACSS2,-1.53914025759553,6.3300159981764,-8.23997723203665,5.58470663196016e-14,5.58513003655697e-13,20.6390917067449
HABP4,-1.46398691666366,3.89305120787344,-8.18780610509702,7.58850739893636e-14,7.46457875461369e-13,20.6378542801819
NEDD9,-1.67311016588767,6.50382916200086,-8.24159758683109,5.53171206770556e-14,5.54053256530783e-13,20.6306903330602
ARHGEF10,-1.07903305098433,5.42320790983495,-8.22267459600558,6.18297758953319e-14,6.13691929146218e-13,20.6111184299195
HIST1H2BC,2.2094251053162,1.11180973202176,8.14672259440484,9.65569616007511e-14,9.35156299908596e-13,20.6005947430014
ADAM8,1.67110912662962,3.66178595997357,8.20571964560803,6.83081235671357e-14,6.75451617671729e-13,20.5819307792285
ANGPTL2,-1.93007334985151,6.92141095063882,-8.22930260027592,5.94663797496342e-14,5.91123598551186e-13,20.5561568005427
PRELP,-2.8989173264358,6.53598080149507,-8.20030556864955,7.05153487143187e-14,6.96233506654624e-13,20.511372687387
BACH2,-1.699641376635,3.15706386262264,-8.14620140500172,9.68522218046448e-14,9.37327701999317e-13,20.4854143359456
GPRC5A,2.57417150543147,6.89036595772661,8.20007856554803,7.06094235449869e-14,6.96640916964789e-13,20.4703456797777
CMTM7,-2.23595963655639,5.1037735933968,-8.17214580906225,8.31883381710152e-14,8.11040183897902e-13,20.4420761978781
SLC23A1,2.21913069191631,-0.114288745399425,8.08831340021423,1.35887541313528e-13,1.29421845304458e-12,20.4370655883585
SVIL,-1.20487325823591,7.00172234951011,-8.20098338422924,7.02351870468725e-14,6.93986780775502e-13,20.4118655333396
SLC17A7,-3.81107647599119,0.942369393135504,-8.08066811744557,1.42092878107469e-13,1.3474817793786e-12,20.4015322735721
ARL4A,-1.839512615878,4.94693271501438,-8.16944117771298,8.4518442404796e-14,8.23399389779663e-13,20.3983414647497
ALPL,-2.30398742019949,5.08903293756728,-8.17709981345827,8.08056421324557e-14,7.89560907680906e-13,20.3936813155258
PSEN2,1.04450893247714,4.7512930928112,8.177705382768,8.05190684074879e-14,7.87343981736971e-13,20.3899760157547
FZD4,-2.29025178500457,6.60389429272897,-8.18677581533298,7.63453671151697e-14,7.49867265537009e-13,20.3721941134485
S1PR1,-2.11368372161237,5.41242545650312,-8.16697368139457,8.57503175439532e-14,8.3416846513443e-13,20.370845381818
RAPGEF3,-1.86581423369341,4.88821476469733,-8.14465969517069,9.77308718466727e-14,9.44445370351253e-13,20.3669317040866
NUP210,2.11797992338439,5.97249260426907,8.18687648603849,7.63002695704692e-14,7.49867265537009e-13,20.3639084323929
TXNDC17,1.14819917176004,4.5391585909039,8.17460324652502,8.19978150764998e-14,8.00024540439429e-13,20.3464035664416
HIST1H2BJ,1.84456992139854,0.0917718854682277,8.0725912470126,1.48953884077394e-13,1.4084951145985e-12,20.310021409645
ITGA6,-1.59584996288561,7.33779817677479,-8.18241537095793,7.83243038486419e-14,7.68160514548279e-13,20.3064846893657
TLN2,-1.76844995994837,6.06434313801821,-8.18106143922981,7.89490603242236e-14,7.73712522092745e-13,20.3060388009448
CAPN11,-2.52240585394161,1.58894481105062,-8.0631005463501,1.57436648313138e-13,1.47811162128015e-12,20.3034523197156
SEMA3D,-2.41609716261649,2.98164764421496,-8.09357484477128,1.31773927986658e-13,1.25915887445964e-12,20.2953919328857
GDF5,-3.25777714564803,-0.550281419686524,-8.06971141595816,1.51478814703195e-13,1.42725503196417e-12,20.2863480218804
SLC16A3,1.6018139201905,4.58125954824872,8.16863028787635,8.49213228987552e-14,8.26713778861609e-13,20.2661276027605
TMPRSS6,3.23180145986043,1.00036740895118,8.08363907574737,1.39648790333288e-13,1.3271665657683e-12,20.2432874128667
TCEAL7,-1.82743893556271,1.79924945494034,-8.05012022155488,1.69818885637402e-13,1.58870987265459e-12,20.1961328806883
IER5L,1.42389945377067,3.84843488523755,8.14570526638174,9.71341223379391e-14,9.39366721231491e-13,20.1902796366057
RHOU,-1.72015360951583,5.47485947625031,-8.14711445476636,9.6335556002199e-14,9.34384058253682e-13,20.1810659063108
KCNC4,-2.09774983339593,4.69703856008303,-8.12377246967406,1.10443789017816e-13,1.06340439484234e-12,20.1676626390367
LCAT,-1.50325542191234,2.85443764119263,-8.06099716107964,1.59380543272839e-13,1.49529782810244e-12,20.1544573843414
IKBKE,1.28781115484634,3.61592347246737,8.11211624461163,1.18237735939842e-13,1.13513389722158e-12,20.123794217004
PPP2R2B,-2.18483353639343,0.785392907116588,-8.02993177271566,1.91021744191136e-13,1.771988627022e-12,20.1110455480519
SRXN1,1.58693689649231,0.370525962602227,8.02844516148504,1.92682990212776e-13,1.78614288397522e-12,20.0778993995559
ARRDC4,-1.22101687644226,5.07555928130885,-8.12157536434763,1.11872856862528e-13,1.07559391754636e-12,20.0678340447934
ARID5A,-1.75667649595449,6.44295527485633,-8.14025583529966,1.00284499694691e-13,9.67705073498659e-13,20.0623935098327
C1orf56,1.17591182696249,3.24326692060284,8.08857201942053,1.35682398588532e-13,1.29319835244315e-12,20.0400199297216
PTCHD1,-4.68505824524165,1.93761900197638,-8.02512519111957,1.96444852799472e-13,1.81210073655792e-12,20.0022895884005
TMOD2,-1.35481643889917,4.55651172310841,-8.07734375159953,1.44878011855269e-13,1.37290650458538e-12,19.8651142304731
ILDR1,2.23637735514432,2.8730900661743,8.07091819961323,1.50415626050422e-13,1.41825055270273e-12,19.8576737115968
CYFIP2,1.72027509640782,4.63216807209352,8.10276527888466,1.24882586369668e-13,1.19805541585621e-12,19.8529487503717
SLC22A18,1.21484232767163,4.66025009235302,8.08949341740572,1.34954017435294e-13,1.28718614894358e-12,19.8306911546508
BAIAP2L1,1.16634534963612,4.81791773066557,8.09986801235798,1.27015579649077e-13,1.21674837411109e-12,19.8165883229389
INHBB,-1.66660047894698,5.81288319754655,-8.09200272900524,1.32989963205331e-13,1.2693709150807e-12,19.7813271178524
LYPLA1,1.23862333613828,6.17259865208122,8.09350903766184,1.31824608113772e-13,1.25915887445964e-12,19.7714826984846
IFRD1,-1.02374935001331,5.23599527321579,-8.07212341661514,1.49361203025092e-13,1.41133497786819e-12,19.7677377102549
PRDM16,-2.16325844274731,1.1213524367761,-7.98244643833383,2.51804977256443e-13,2.29547992742898e-12,19.7506385543987
CNFN,1.48794416093778,1.65333373679648,7.98375657400133,2.49895157260048e-13,2.27964524164405e-12,19.7295252125223
ADAMTS6,1.36324460070534,1.03261420038077,7.99452231495078,2.34735812866759e-13,2.14432140410347e-12,19.7119420941042
ST8SIA1,-1.8147340699883,2.93635360956371,-8.01057992456304,2.13803037956769e-13,1.96261369080567e-12,19.7048998839796
MYCBP2,-1.12500207962966,6.85484115689227,-8.08164001888077,1.41288701458851e-13,1.34081961218972e-12,19.7042561507613
RALGPS2,1.57175806736408,5.56871407175356,8.07440279211951,1.47387016615085e-13,1.39467872035121e-12,19.6949299804329
BLNK,1.34605449317837,3.64143628038371,8.04796277820202,1.71968501755277e-13,1.60768001889005e-12,19.6897633782188
AKAP5,1.56075845776218,2.39181780606185,8.0249207083189,1.96678918466086e-13,1.81299204296725e-12,19.6807510169476
MBOAT2,1.49121025400394,5.57120854255045,8.07716477986244,1.45029479391595e-13,1.37335524957252e-12,19.6750373448217
CDH5,-1.68175459085607,6.26895623591727,-8.06885509706222,1.52237756823388e-13,1.43338204872043e-12,19.6649633626212
SLC43A3,-1.04628547445419,5.25551061434703,-8.06430796457287,1.56331422988464e-13,1.46878048478692e-12,19.6643236776415
ADM2,1.93788324444219,3.14698646275752,8.03982753609788,1.80319673701302e-13,1.67861454890181e-12,19.6633979471947
EMX1,3.82958395995407,-1.5104328981632,7.94547093918188,3.120977174458e-13,2.81207717952701e-12,19.6369101198623
COX17,1.04812494914302,4.52956636165768,8.05133237756081,1.68622839078259e-13,1.57864007826921e-12,19.6044641130953
PYDC1,4.81649795449274,-2.05465134110158,7.94190750554394,3.18614649662622e-13,2.8688367533786e-12,19.6042293445963
RBP7,-2.66702282463698,4.34168080727403,-8.01177634836754,2.12319604543581e-13,1.95035369326906e-12,19.5975302375038
FAAH2,1.90385471384038,3.22551729936933,8.02410426290528,1.97616239504308e-13,1.82036020621601e-12,19.5820572157837
CCDC69,-3.0372541114828,5.52909306263647,-8.01263615505897,2.11259844860513e-13,1.9419711592718e-12,19.5808028916212
TRIM56,-1.05145001218469,7.46598833188795,-8.05596863633684,1.6412476579081e-13,1.53762058632569e-12,19.5704672218673
CCDC8,-2.34469722432985,4.89196885754126,-8.03091278134313,1.89933279843533e-13,1.76437316508172e-12,19.569798384087
RUNDC3B,-1.43306768323123,1.57383095001434,-7.9472595503944,3.08876617680759e-13,2.79067908481294e-12,19.5691681443035
STX1A,1.39472588970731,2.46678207843171,7.97843589343934,2.57741648523283e-13,2.34797657850181e-12,19.5429228611714
NDN,-2.14551235216107,4.58528293329023,-7.99180729232395,2.38470641526105e-13,2.17693164869955e-12,19.5032143528723
C8orf76,1.08003005362296,2.60151913727069,7.97233421855542,2.6704086965414e-13,2.42933524938466e-12,19.4943040978788
EFEMP1,-2.35298251785353,7.44361068624476,-8.04063221911299,1.79476025982576e-13,1.67194086068938e-12,19.4802945703697
SLC39A6,2.52548453282637,8.87613568163456,8.00552693774364,2.2018235046895e-13,2.01556237684658e-12,19.4517984686333
CYB5R3,-1.13866002999732,8.25792301845602,-8.02688396112519,1.94443007865036e-13,1.79866600052432e-12,19.4460362161177
FOSB,-3.83734638413457,6.76663619022855,-8.00382913226679,2.22367871717924e-13,2.03274746765844e-12,19.4437648454047
DCN,-2.39619862205447,9.99745261243076,-8.00748230016691,2.17691659876191e-13,1.99509125295645e-12,19.425773001814
STXBP2,1.45668425661933,5.23473210206956,8.02729447697102,1.93978674671217e-13,1.79562996321966e-12,19.4164075083378
SLC29A3,1.20513261133832,4.07477270170164,8.00867667450384,2.16184058501158e-13,1.98309034470708e-12,19.415300314093
ZFP36,-2.00866814256787,8.05680202061653,-8.02770354554418,1.93517072021601e-13,1.79261495578437e-12,19.3946907428274
SMTN,-1.10500490163477,6.52935127314243,-8.02586523276393,1.95600054097104e-13,1.80557054835192e-12,19.3801550789144
NPR2,-1.88869823485496,3.986973226981,-7.96059087143609,2.85884121136965e-13,2.59363177174488e-12,19.3755590267708
CXCL2,-4.28317162968819,2.57930403706804,-7.88934055806682,4.31988908016856e-13,3.82184150613705e-12,19.3169431564055
PFKFB3,-2.03027525074304,7.69787273059063,-8.00740087709345,2.17794814969092e-13,1.99509125295645e-12,19.2808856123234
FDXACB1,1.13355137461923,1.58030385866251,7.90495955039967,3.94664745227587e-13,3.51283579912085e-12,19.2774857711518
KIF1C,-1.0014102280685,7.37670282253492,-8.00438284326822,2.21652747532172e-13,2.02761539021975e-12,19.2563173126425
MORN2,1.05635405947989,3.37179842937023,7.95452871447106,2.96121234018928e-13,2.68462900202315e-12,19.243532206836
RAB6B,-1.61060880704161,3.60383975051144,-7.93537167733816,3.30920074431508e-13,2.96748246215229e-12,19.2030357785374
DTX1,-2.93607976111826,4.23334947107718,-7.94155800273727,3.19261049799022e-13,2.87269611725709e-12,19.1967100133461
SATB1,-1.5865261030631,5.07042411887903,-7.96996515244792,2.70740393913852e-13,2.46129327092875e-12,19.1966704829761
GRK5,-1.49883806169033,4.49001652013752,-7.95233355307027,2.99917100723063e-13,2.71344751415496e-12,19.1847363633534
TRIM46,1.88322588734108,2.2364464484566,7.91404105220987,3.74451374785025e-13,3.34420317182753e-12,19.1085681653463
THRB,-1.60358393348123,5.38701841039356,-7.94683481239227,3.0963852991981e-13,2.7937358742628e-12,19.0970900198698
CCDC150,1.33410097711315,0.164537985050438,7.84972772339271,5.43074143718716e-13,4.70367106355456e-12,19.0714854765669
HIST1H3D,3.8871336018156,-1.54885503849139,7.84852433745736,5.46858658788787e-13,4.73023774956255e-12,19.0530364951692
ETV7,1.60754539579586,1.39616588474854,7.87979698383611,4.56494913675702e-13,4.0170943337533e-12,19.0484356237649
PHYHIP,-2.75430692824906,1.93464587253782,-7.84254783857455,5.66044704883101e-13,4.88019326935489e-12,19.0478893236375
HSPB6,-5.15668613667462,5.61742194544284,-7.88507457289317,4.4277767711785e-13,3.90419808747431e-12,19.0466796853043
CLIC5,-2.40781003376569,3.5486290011782,-7.88517258780898,4.42526823916241e-13,3.90419808747431e-12,19.0376539035897
FBXO15,1.90139101260029,0.483729094465004,7.84237560106823,5.6660740525968e-13,4.88185387510153e-12,19.0203444277858
